Name,Type,Move Power,Move Time,PP,Duration,Range,Description,Dmg lvl 1,Dmg lvl 5,Dmg lvl 10,Dmg lvl 17
Dazzling Gleam,Fairy,DEX/CHA,1 action,5,Instantaneous,20ft,"You emit a powerful flash that damages all creatures in range. Creatures within 20 feet of you must make a CON save against your Move DC, taking 2d6 + MOVE fairy damage on a failure, or half as much on a success.",2d6+Move,2d8+Move,4d6+Move,6d6+Move
Defend Order,Bug,None,1 action,5,"1 minute, Concentration",Self,"You summon forth your underlings to form a natural shield in front of you. For the duration, as long as you keep your concentration, gain +1 to your AC.",1,2,3,4
Defense Curl,Normal,None,1 action,20,Instantaneous,Self,"You curl up into a tight ball, increasing your defensive stance. Until your next turn, you gain + 4 to your AC and have resistance to normal attacks.",,,,
Defog,Flying,None,1 action,10,Instantaneous,50ft,"You summon a swift, magical breeze in a 50 foot radius, centered on you, that sweeps away foggy weather and obstacles. When activating this move, any area of effect moves that are still active end immediately (Examples: Misty Terrain, Fog Cloud, Smog, etc.).",,,,
Destiny Bond,Ghost,WIS/CHA,1 action,3,Rest of encounter,100ft,"You create a dark, internal bond with an opponent. Select a target in range, who must make a WIS save against your Move DC. On a fail, if you faint during the combat, the opponent must take damage equal to twice the damage of the same type that caused you to faint.",,,,
Detect,Fighting,None,1 reaction,3,Instantaneous,Self,"You sense incoming danger and are able to quickly avoid it. When targeted by an attack, you may automatically avoid taking damage on the first instance of this reaction. On future reactions in the same combat, you must roll higher than a 15 on a d20 roll for the reaction to be successful.",,,,
Diamond Storm,Rock,None,1 action,3,"3 rounds, Concentration",50ft,"You stir up a massive storm of sharp diamonds in a 30 foot radius, centered on a point in range. Any creature in the area at the beginning of their turn takes 4d4 rock damage. The Diamond Storm lasts for 3 rounds. When you activate this move, roll a d4. On a result of 3 or 4, your AC is increased by 2 while the Diamond Storm is active.",4d4,2d12,4d8,8d6
Dig,Ground,STR/DEX,1 action,5,Instantaneous,30ft,"Your creature burrows underground, disappearing from view before striking from underneath a foe. When you activate this move, you burrow underground and remain there until your next turn. During this time, you cannot be the target of any attack. On your next turn, make a melee attack on a creature in range, with advantage, doing 2d6 + MOVE ground damage on a successful hit. If the target has Tremorsense, the attack is not rolled with advantage.",2d6+Move,2d8+Move,4d6+Move,6d6+Move
Disable,Normal,CHA/WIS,1 action,10,"1 minute, Concentration",60ft,"You attempt to disable a target, hindering its abilities. Choose a target in range. The target must succeed on a WIS saving throw against your Move DC. On a fail, roll a d4. Each of the opponent’s moves is numbered 1 – 4 in alphabetical order. The move corresponding to the number rolled is unable to be activated for one minute. If the target has less than 4 moves, reroll until you get a lower result. If the target has the ""Extra Move"" feat, use a d6 and reroll on 6s.",,,,
Disarming Voice,Fairy,CHA,1 action,10,Instantaneous,20ft,"You let out a charming cry, dealing emotional damage to any opponent in range that can hear you. This move automatically hits for 1d4 + MOVE fairy damage unless a creature is in the invulnerable stages of Fly, Dig, Bounce, etc.",1d4+Move,2d4+Move,1d12+Move,4d4+Move
Discharge,Electric,DEX,1 action,10,Instantaneous,10ft,"You let loose a flare of electricity in a 10 foot circle, centered on you, striking all creatures around you. Creatures in the area must make a DEX saving throw against your Move DC. On a fail, a creature takes 2d6 + MOVE electric damage. If a creature fails the save by more than 5, it is paralyzed.",2d6+Move,2d8+Move,4d6+Move,6d6+Move
Dive,Water,DEX,1 action,3,Instantaneous,30ft,"When you activate this move, you dive down and disappear into the Ethereal plane. You may not be targeted by attacks in the Ethereal plane. On your next turn, as an action, you reappear and attempt to strike an opponent from below. Make a melee attack roll on an opponent in range, with advantage, doing 2d6 + MOVE water damage on a hit.",2d6+Move,2d8+Move,4d6+Move,6d6+Move
Dizzy Punch,Normal,STR/DEX,1 action,5,Instantaneous,Melee,"You strike out with a devastating punch. Make a melee attack roll on a target, doing 1d12 + MOVE normal damage on a hit. On a natural attack roll of 18 or more, the target becomes confused. At level 17, a natural attack roll of 17 or more confuses the target.",1d12+Move,2d8+Move,2d12+Move,6d6+Move
Doom Desire,Steel,STR,1 action,3,"2 turns, Concentration",30ft,"You promise doom upon an opponent. When you activate this move, select a target and make an attack roll. On a hit, at the beginning of the third round after you activate this move, the target takes 2d12 + MOVE damage of no specific type. If the target is switched out, the damage is done to the trainer's current active Pokémon.",2d12+Move,3d10+Move,7d6+Move,8d8+Move
Double Hit,Normal,STR/DEX,1 action,5,Instantaneous,Melee,"You lash out quickly with two strikes. Make two melee attacks, dealing 1d6 + MOVE on each hit.",1d6+Move,1d10+Move,2d8+Move,5d4+Move
Double Kick,Fighting,STR/DEX,1 action,15,Instantaneous,Melee,"You strike twice with two devastating kicks. Make two melee attack rolls, doing 1d6 + MOVE fighting damage on each successful hit.",1d6+Move,1d8+Move,1d10+Move,1d12+Move
Double Slap,Normal,STR/DEX/CHA,1 action,5,Instantaneous,Melee,"You reach out to slap a creature with quick strikes. Make a melee attack roll, doing 1d4 + MOVE on a hit. After successfully hitting a target, roll a d4. On a result of 3 or 4, you may immediately hit again for an additional 1d4 normal damage. Continue this process until you fail to roll a 3 or 4 on the d4 roll, up to a maximum of four additional hits.",1d4+Move,1d6+Move,1d8+Move,2d6+Move
Double Team,Normal,None,1 bonus action,3,"1 minute, Concentration",Self,"You create a duplicate image of yourself, 5 feet beside you. The image copies every move you make. When an enemy hits you with an attack, roll a d4. On a 3 or 4, the image takes all the damage for you and disappears. Enemies with Truesight bypass the effect of this move.",,,,
Double-Edge,Normal,STR/DEX,1 action,5,Instantaneous,Melee,"You commit a massive attack against an opponent. Make a melee attack against a target, doing 2d10 + MOVE normal damage on a hit, but taking a quarter of the total damage (rounded down) in recoil.",2d10+Move,3d8+Move,4d10+Move,7d8+Move
Draco Meteor,Dragon,STR,1 action,3,Instantaneous,40ft,"You summon forth a meteor shower that rains down on your opponents. All creatures in a 10 foot circle, centered on a point within range, must make a DEX save against your Move DC, taking 5d4 + MOVE dragon damage on a hit, or half as much on a save. After activating this move, your next attack is rolled at disadvantage. If that attack requires a saving throw, the target has advantage.",5d4+Move,3d10+Move,5d8+Move,8d8+Move
Dragon Ascent,Flying,STR/DEX,1 action,3,Instantaneous,50ft,"You soar upward and come crashing down towards a creature in range at tremendous speed. Make a melee attack roll, dealing 2d10 + MOVE flying damage on a hit. After activating this move, any attack roll that targets you until the beginning of your next turn is rolled with advantage.",2d10+Move,3d8+Move,4d10+Move,7d8+Move
Dragon Breath,Dragon,STR/DEX,1 action,10,Instantaneous,40ft cone,"You release a powerful breath of energy in a 40 foot cone. All targets  caught in the blast must make a DEX save against your Move DC, taking 1d10 + MOVE dragon damage on a fail, and half as much on a save. If an opponent fails the save by 5 or more, it is paralyzed.",1d10+Move,2d8+Move,5d4+Move,4d8+Move
Dragon Claw,Dragon,STR,1 action,10,Instantaneous,Melee,"You strike out with a powerful claw attack. Make a melee attack on an opponent, doing 2d6 + MOVE dragon damage on a hit.",2d6+Move,2d8+Move,4d6+Move,6d6+Move
Dragon Dance,Dragon,None,1 action,10,"1 minute, Concentration",Self,"You perform a mystical dance, pumping yourself up. For the duration, double your proficiency bonus when making an attack.",,,,
Dragon Pulse,Dragon,DEX,1 action,5,Instantaneous,50ft,"You open your mouth and send a shockwave of draconic energy at a target in range. Make a ranged attack, dealing 2d6 + MOVE dragon damage on a hit.",2d6+Move,2d8+Move,4d6+Move,6d6+Move
Dragon Rage,Dragon,STR,1 action,3,Instantaneous,100ft line,"You unleash a devastating flow of energy in a 100 foot long line, 5 feet wide. Each creature caught in the blast must make a DEX save against your Move DC, taking 2d10 + MOVE dragon damage on a fail, and half as much on a save.",2d10+Move,3d8+Move,4d10+Move,7d8+Move
Dragon Rush,Dragon,STR,1 action,5,Instantaneous,Melee,"You rush at an opponent with overwhelming menace. Make a melee attack, dealing 4d4 + MOVE dragon damage on a hit. On natural attack rolls of 17 or higher, the target flinches.",4d4+Move,2d12+Move,4d8+Move,8d6+Move
Dragon Tail,Dragon,STR,1 action,3,Instantaneous,Melee,"You whip your dragon tail at an opponent in an attempt to send them away. Force a target to make a CON save against your Move DC. On a failure, they take 1d10 + MOVE dragon damage and are too frightened by you to remain in battle. In trainer battles, the target must be switched out if another creature is available. In wild battles, the target only flees if it a lower level than the user.",1d10+Move,2d8+Move,5d4+Move,4d8+Move
Drain Punch,Fighting,STR/DEX,1 action,5,Instantaneous,Melee,"Your strike a foe with an energy-draining punch. Make a melee attack, dealing 1d12 + MOVE fighting damage on a hit, gaining half the damage dealt (rounded down) in HP.",1d12+Move,2d8+Move,2d12+Move,6d6+Move
Draining Kiss,Fairy,DEX/CHA,1 action,5,Instantaneous,Melee,"You attempt to zap the target's energy with a kiss. Make a melee attack roll on an opponent, dealing 1d8 + MOVE fairy damage on a hit. The user is then healed for half the damage dealt.",1d8+Move,2d6+Move,4d4+Move,3d10+Move
Dream Eater,Psychic,WIS,1 action,10,Instantaneous,30ft,"You tap into a sleeping creature’s dreams, sucking from its energy pool. Instantly inflict 4d4 + MOVE psychic damage on a sleeping target in range, regaining half as many hitpoints to yourself.",4d4+Move,2d12+Move,4d8+Move,8d6+Move
Drill Peck,Flying,STR/DEX,1 action,10,Instantaneous,Melee,"You hammer down on an enemy with a peck attack. Make a melee attack roll on a target, doing 2d6 + MOVE flying damage on a successful hit. Drill Peck scores a critical hit on 19s and 20s.",2d6+Move,2d8+Move,4d6+Move,6d6+Move
Drill Run,Ground,STR/DEX,1 action,5,Instantaneous,Melee,"You crash into an opponent, spinning your body like a drill. Make a melee attack, dealing 2d6 + MOVE ground damage on a hit. This attack scores a critical hit on 19s and 20s.",2d6+Move,2d8+Move,4d6+Move,6d6+Move
Dual Chop,Dragon,STR/DEX,1 action,10,Instantaneous,Melee,"You lash out at an opponent(s) with two quick strikes. Make two melee attack rolls, dealing 1d6 + MOVE dragon damage with each hit.",1d6+Move,1d12+Move,2d8+Move,4d6+Move
Dynamic Punch,Fighting,STR/DEX,1 action,3,Instantaneous,Melee,"You strike out with a twirling punch that confuses your foes. Make a melee attack roll against an opponent, doing 4d4 + MOVE fighting damage on a hit. On a hit, it also becomes confused.",4d4+Move,2d12+Move,4d8+Move,8d6+Move
Earth Power,Ground,STR,1 action,5,Instantaneous,40ft,"You cause the ground beneath an opponent to erupt with power. Make a ranged attack, dealing 2d8 + MOVE ground damage on a hit. If the natural attack roll is 19 or 20, the next attack against the target is rolled at advantage.",2d8+Move,2d10+Move,3d10+Move,4d12+Move
Earthquake,Ground,STR,1 action,5,Instantaneous,10ft,"You create a tremor in the ground in a 10 foot radius, centered on you. Each creature in the area must succeed on a DEX save against your Move DC, taking 4d4 + MOVE ground damage on a fail and be knocked prone. On a success, they take half as much damage and are not knocked prone. The area becomes difficult terrain. Flying creature are immune to this attack.",4d4+Move,2d12+Move,4d8+Move,8d6+Move
Echoed Voice,Normal,WIS/CHA,1 action,10,Instantaneous,40ft,"You release a shout that echoes across the battlefield towards an opponent. Make a ranged attack, dealing 1d6 + MOVE normal damage on a hit. Until the beginning of your next turn, if any other creature in range uses this move, they may double their damage dice on a hit. This multiplier can continue to stack to a maximum of 8x the damage dice, resetting if any of the attacks miss.",1d6+Move,1d12+Move,2d8+Move,4d6+Move
